k,t,Bus_IMU.imu_gyro.1,Bus_IMU.imu_gyro.2,Bus_IMU.imu_gyro.3,Bus_IMU.imu_acc.1,Bus_IMU.imu_acc.2,Bus_IMU.imu_acc.3,Bus_Cmd.F_des.1,Bus_Cmd.q_des.1,Bus_Cmd.q_des.2,Bus_Cmd.q_des.3,Bus_Cmd.q_des.4,Bus_Cmd.q_ref.1,Bus_Cmd.q_ref.2,Bus_Cmd.q_ref.3,Bus_Cmd.q_ref.4,Bus_Cmd.Omega_ref.1,Bus_Cmd.Omega_ref.2,Bus_Cmd.Omega_ref.3,Bus_Cmd.tau_ref.1,Bus_Cmd.tau_ref.2,Bus_Cmd.tau_ref.3,Bus_Cmd.q_ext.1,Bus_Cmd.q_ext.2,Bus_Cmd.q_ext.3,Bus_Cmd.q_ext.4,Bus_Cmd.estop.1,Bus_Cmd.ack.1,batt_count.1,btn_ack.1,rotor_cmd.1,rotor_cmd.2,rotor_cmd.3,rotor_cmd.4,led.1,throttle.1,throttle.2,throttle.3,throttle.4
1945,1.9450000000000001,-0.029289384225474141,-0.0043397755664694448,-8.5199773970340287e-05,0.48359902216878398,-0.37994179469558392,0.8292472958346957,8.9223914304025396,0.99998372388820889,-0.0055350824359025243,-0.0013837706089756311,0,1,0,0,0,0,0,0,0,0,0,0.99993010658736881,0.011070164871805049,0,-0.0041513118269268937,0,0,944,0,1204.8886810353813,1216.1605473171708,1221.1721078402309,1254.2583904803064,0,46.189681831345617,46.702428070872834,46.93087911313458,48.44652578542599
1946,1.946,-0.028687679751298906,-0.0048169322346168497,-0.0036078451313283078,0.50001915138110897,-0.43302082848723072,0.65005371500812548,8.9223914304025396,0.99998372388820889,-0.0055350824359025243,-0.0013837706089756311,0,1,0,0,0,0,0,0,0,0,0,0.99993010658736881,0.011070164871805049,0,-0.0041513118269268937,0,0,944,0,1201.886978213641,1218.4541562015006,1218.2840266697763,1257.7161161375927,0,46.053389312867878,46.806945128432339,46.799190400699651,48.605663720879761
1947,1.9470000000000001,-0.029165402884020919,-0.00081094644320162113,-0.0028670329731042277,0.46650343385585685,-0.28542875802844642,0.66248682899529177,8.9223914304025396,0.99998372388820889,-0.0055350824359025243,-0.0013837706089756311,0,1,0,0,0,0,0,0,0,0,0,0.99993010658736881,0.011070164871805049,0,-0.0041513118269268937,0,0,944,0,1202.2187724822231,1218.4583188688825,1217.5710897125082,1258.0853021007881,0,46.068449241280362,46.807134870922361,46.766697498542847,48.622663398942549
1948,1.948,-0.027039728739993912,0.0004833007850325588,0.00059035879355481824,0.5488878548796019,-0.2608352415869436,0.79700266513936269,8.9223914304025396,0.99998372388820889,-0.0055350824359025243,-0.0013837706089756311,0,1,0,0,0,0,0,0,0,0,0,0.99993010658736881,0.011070164871805049,0,-0.0041513118269268937,0,0,944,0,1204.4225987127256,1216.0183689179878,1218.5369624577831,1257.40281488609,0,46.168512375843015,46.695951200699419,46.810719666421491,48.591238584595708
1949,1.9490000000000001,-0.023159495913141426,-0.0076649064247589493,-0.0042549727745741506,0.70929108664260954,-0.66206465206160736,0.55812292702386723,8.9223914304025396,0.99998372388820889,-0.0055350824359025243,-0.0013837706089756311,0,1,0,0,0,0,0,0,0,0,0,0.99993010658736881,0.011070164871805049,0,-0.0041513118269268937,0,0,944,0,1199.8234446580229,1217.9719462171818,1215.6293225834252,1262.7121712993157,0,45.959755912668932,46.784966243740818,46.678229605172568,48.835849980944147
1950,1.95,-0.028741624663549514,-0.0042365003099376075,-0.00038768040871126064,0.44365689450447948,-0.5441661733066866,0.71096764736164653,8.9223914304025396,0.99998372388820889,-0.0055350824359025243,-0.0013837706089756311,0,1,0,0,0,0,0,0,0,0,0,0.99993010658736881,0.011070164871805049,0,-0.0041513118269268937,0,0,944,0,1201.4443652344742,1216.878313107957,1217.783674793048,1260.1468832388498,0,46.033301402240937,46.735129152325257,46.776385671274078,48.717621234409513
1951,1.9510000000000001,-0.024126055500284238,-0.00029555307128359409,-0.0024359163021720198,0.63635197614847216,-0.40483734368951874,0.59778315749755029,8.9223914304025396,0.99998372388820889,-0.0055350824359025243,-0.0013837706089756311,0,1,0,0,0,0,0,0,0,0,0,0.99993010658736881,0.011070164871805049,0,-0.0041513118269268937,0,0,944,0,1200.3357795874288,1218.0279028540299,1215.0598368621772,1262.7193966004068,0,45.982998571276816,46.787516574645885,46.652291957614764,48.836183085964279
1952,1.952,-0.026441778527250742,0.0011723487962793933,-0.0062460362605312181,0.51749863524361905,-0.37852059358490475,0.40535175808175739,8.9223914304025396,0.99998372388820889,-0.0055350824359025243,-0.0013837706089756311,0,1,0,0,0,0,0,0,0,0,0,0.99993010658736881,0.011070164871805049,0,-0.0041513118269268937,0,0,944,0,1196.8804586456447,1220.9020261711692,1212.39062463906,1265.7855351858852,0,45.826303788837215,46.918559947150335,46.530771580716369,48.977596807609913
1953,1.9530000000000001,-0.026515636639626777,0.0012831064809230852,-0.0013301068675466432,0.49990442798100326,-0.41522393957672099,0.60528004462619989,8.9223914304025396,0.99998372388820889,-0.0055350824359025243,-0.0013837706089756311,0,1,0,0,0,0,0,0,0,0,0,0.99993010658736881,0.011070164871805049,0,-0.0041513118269268937,0,0,944,0,1199.4438630695286,1217.9036808056044,1215.0374667080293,1263.7078917676836,0,45.942537743901262,46.781854956665427,46.651273167360117,48.881761499077662
1954,1.954,-0.026439386418258742,-0.0022454227569984608,-0.0013720937680788137,0.48982334277924849,-0.61773688523397707,0.58226505653020233,8.9223914304025396,0.99998372388820889,-0.0055350824359025243,-0.0013837706089756311,0,1,0,0,0,0,0,0,0,0,0,0.99993010658736881,0.011070164871805049,0,-0.0041513118269268937,0,0,944,0,1198.2814661297414,1217.9343074057592,1215.0583688809422,1264.7605894324738,0,45.889820913895626,46.783250793673467,46.652225097674517,48.930312859415544
1955,1.9550000000000001,-0.028977911239227216,-0.0024996760104573357,-0.0031007591296849379,0.36321631994197717,-0.67534082852382415,0.48340467937277953,8.6953337199011198,0.99997223470861951,-0.0027675412179512622,-0.0069188530448781559,0,1,0,0,0,0,0,0,0,0,0,0.999950213412093,0.0055350824359025243,0.0083026236538537874,0,0,0,944,0,1188.8307635482081,1226.1611805978202,1191.9096970073388,1226.8753165412597,0,45.461804254995258,47.158598528935514,45.601131906469483,47.191218249270008
1956,1.956,-0.026461388239774675,0.0036190310471973797,-0.0012456584563899364,0.46521225782549397,-0.44881790066680971,0.54568705160645214,8.6953337199011198,0.99997223470861951,-0.0027675412179512622,-0.0069188530448781559,0,1,0,0,0,0,0,0,0,0,0,0.999950213412093,0.0055350824359025243,0.0083026236538537874,0,0,0,944,0,1191.5024663594163,1225.5334998025742,1192.5021855590483,1224.3323259148119,0,45.582697536279682,47.129932789238246,45.627955945318561,47.075088948959291
1957,1.9570000000000001,-0.022044296004167824,0.0024664030927047664,-0.0042220945939999144,0.65415516561398346,-0.55171760985592033,0.39070077715209628,8.6953337199011198,0.99997223470861951,-0.0027675412179512622,-0.0069188530448781559,0,1,0,0,0,0,0,0,0,0,0,0.999950213412093,0.0055350824359025243,0.0083026236538537874,0,0,0,944,0,1190.1168652930976,1226.8418975139268,1190.7984107504024,1226.0267304286936,0,45.519989262602664,47.1896916253379,45.550831204152253,47.152457891687959
1958,1.958,-0.023618411683735935,0.0064580143240872412,-0.0077131250830770326,0.57528588360200339,-0.42565838699216824,0.21254316091549375,8.6953337199011198,0.99997223470861951,-0.0027675412179512622,-0.0069188530448781559,0,1,0,0,0,0,0,0,0,0,0,0.999950213412093,0.0055350824359025243,0.0083026236538537874,0,0,0,944,0,1188.1809308683023,1229.6069050456276,1188.9075463568577,1226.9691822220971,0,45.432412327274335,47.316044886869051,45.465277464288626,47.195506211107499
1959,1.9590000000000001,-0.027995383630311427,0.01144215326102041,0.0058842608786696948,0.37198808692695573,-0.25710271295860843,0.80272771140470689,8.6953337199011198,0.99997223470861951,-0.0027675412179512622,-0.0069188530448781559,0,1,0,0,0,0,0,0,0,0,0,0.999950213412093,0.0055350824359025243,0.0083026236538537874,0,0,0,944,0,1198.1353747590576,1222.0238600506341,1197.4884752145892,1216.4753405918909,0,45.883196520096021,46.969735432133454,45.853866438518082,46.716769144403358
1960,1.96,-0.025333993274373801,0.0068454482671648775,-0.0025239494353788139,0.48673140754685418,-0.52118353091633707,0.40334470085961321,8.6953337199011198,0.99997223470861951,-0.0027675412179512622,-0.0069188530448781559,0,1,0,0,0,0,0,0,0,0,0,0.999950213412093,0.0055350824359025243,0.0083026236538537874,0,0,0,944,0,1192.6884081144017,1226.7998590503882,1192.7578762278349,1221.6573615388011,0,45.636387742620485,47.187771272577059,45.639533231097744,46.953014978548744
1961,1.9610000000000001,-0.031317491697391758,0.0083565052538145668,0.0025133821888910501,0.21420838694610253,-0.5120868005862057,0.60846395191451175,8.6953337199011198,0.99997223470861951,-0.0027675412179512622,-0.0069188530448781559,0,1,0,0,0,0,0,0,0,0,0,0.999950213412093,0.0055350824359025243,0.0083026236538537874,0,0,0,944,0,1196.1765177649811,1225.0765494569255,1196.6218614619806,1216.1853889566426,0,45.794398099248852,47.10906709809872,45.814582344100614,46.703559719233347
1962,1.962,-0.028713233909640146,0.0081534622493633635,-0.0018398692826169238,0.32915985634427841,-0.58112827140533074,0.39123048099208235,8.6953337199011198,0.99997223470861951,-0.0027675412179512622,-0.0069188530448781559,0,1,0,0,0,0,0,0,0,0,0,0.999950213412093,0.0055350824359025243,0.0083026236538537874,0,0,0,944,0,1193.9084568619055,1228.109633141017,1193.9707894510566,1217.9592246374584,0,45.69163931802494,47.247612494926287,45.694462604872442,46.784386418433755
1963,1.9630000000000001,-0.028976848112507225,0.010906710556694232,0.0007466168575132881,0.31630803504168792,-0.51788384212582339,0.4859411504079274,8.6953337199011198,0.99997223470861951,-0.0027675412179512622,-0.0069188530448781559,0,1,0,0,0,0,0,0,0,0,0,0.999950213412093,0.0055350824359025243,0.0083026236538537874,0,0,0,944,0,1196.3032723573083,1227.2834750500836,1195.6773797760804,1214.7637421449456,0,45.800142738143528,47.209864464317178,45.771778514197329,46.6388075968162
1964,1.964,-0.025486960123822067,0.0096872647141148516,-0.00090039115369663913,0.47319909604739929,-0.63350130417762818,0.39017913808709265,8.6953337199011198,0.99997223470861951,-0.0027675412179512622,-0.0069188530448781559,0,1,0,0,0,0,0,0,0,0,0,0.999950213412093,0.0055350824359025243,0.0083026236538537874,0,0,0,944,0,1195.6613603486962,1228.1717683797901,1194.8800559480767,1215.2823803312067,0,45.771052604317447,47.250451840998679,45.735652036111141,46.662427389858017
1965,1.9650000000000001,-0.027305832850886474,0.01910592386135504,-0.0048241374426416794,0.39213965897736658,-0.27058461867359596,0.19193026044363634,8.653828547013763,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0069188530448781567,0,0,0,944,0,1197.5445013190304,1235.199353242275,1182.7360614629499,1206.6806238009833,0,45.856406429385771,47.571879355788845,45.186336150100146,46.271095610955769
1966,1.966,-0.022641668551690169,0.017788572455378932,0.00040466644491085613,0.60315104723941571,-0.38983451491348542,0.40512162187554235,8.653828547013763,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0069188530448781567,0,0,0,944,0,1200.4568734241093,1230.1615281833349,1187.2863538124436,1204.4625430076303,0,45.988492561940475,47.341400462409737,45.391958735090626,46.170326518781202
1967,1.9670000000000001,-0.030957444353871738,0.017083421107484259,-0.0031643659673808167,0.23086631482772776,-0.48056364242225547,0.22260214213059498,8.653828547013763,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0069188530448781567,0,0,0,944,0,1196.2343297323739,1233.1134224244634,1187.5323161378258,1205.4023012114656,0,45.797018162461569,47.476412462628552,45.40308043357058,46.213013378147771
1968,1.968,-0.025461447098333256,0.019096061883482757,0.0014723058227787411,0.47980151427386625,-0.44767572337871053,0.40894968871510734,8.653828547013763,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0069188530448781567,0,0,0,944,0,1199.2976125446419,1229.0226641970955,1191.1423792486348,1202.9718839705679,0,45.935904119890751,47.289339173441071,45.566398852986929,46.102637266804301
1969,1.9690000000000001,-0.026357901379450127,0.020264604381711959,-2.3378377816046791e-05,0.44127172907624507,-0.45092420755522827,0.31944541628792406,8.653828547013763,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0069188530448781567,0,0,0,944,0,1197.4895755510718,1229.5209585675063,1191.6212908343625,1203.7892763898515,0,45.853916309601146,47.312115998744005,45.588076220178614,46.13975095309948
1970,1.97,-0.031538771882329453,0.024805264585322229,-8.2652813360700739e-05,0.20988507560754022,-0.30034355236386423,0.29442893180168006,8.653828547013763,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0069188530448781567,0,0,0,944,0,1196.7695347874703,1230.2181087105419,1192.8715280539011,1202.5541971132907,0,45.821275823089564,47.343987340320069,45.644679449672829,46.083675234791627
1971,1.9710000000000001,-0.026874512202900241,0.027627721608438932,-0.0056005387446890209,0.42081326985676337,-0.22448668020511722,0.023867627262229463,8.653828547013763,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0069188530448781567,0,0,0,944,0,1193.0339837771851,1232.334389100992,1189.9075446767167,1207.0272970999672,0,45.652035817637291,47.440771532552652,45.510517965777822,46.28685046388992
1972,1.972,-0.026257380616702852,0.020366588994337159,0.0046544955196964333,0.44921524470078883,-0.59922337217876898,0.46246148525442177,8.653828547013763,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0069188530448781567,0,0,0,944,0,1198.2766954017216,1224.5407375662978,1198.6396036114331,1201.111584234847,0,45.889604560983578,47.084603480585464,45.906061385381122,46.018199688334143
1973,1.9730000000000001,-0.028554596384525316,0.023285472784013883,0.004503589969043903,0.34587076750984858,-0.51315712723283369,0.4330685520111916,8.653828547013763,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0069188530448781567,0,0,0,944,0,1197.6594318540201,1224.8572045506642,1199.6711905594871,1200.3744174732403,0,45.861617024676001,47.099052027283008,45.952849292768917,45.984751518278621
1974,1.974,-0.02735579705941435,0.028604654199592822,-0.001792278099300354,0.39888072860935031,-0.31594192201112931,0.12729833862085049,8.653828547013763,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0069188530448781567,0,0,0,944,0,1193.3813227230862,1228.4929500144765,1196.2768871914959,1204.30091478129,0,45.667765162783688,47.265129355852743,45.798946907058465,46.162985878333252
1975,1.9750000000000001,-0.024411527158808649,0.021352163703762306,0.0010921944061900724,0.52939588270234694,-0.68069839222482709,0.23427909131060626,8.5305337687307343,0.99995212832669489,-0.0013837706089756313,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,0.0055350824359025243,0.0027675412179512622,-0.0027675412179512622,0,0,944,0,1181.5946811218678,1221.4554156746365,1193.9347546437837,1190.9357358826337,0,45.134796659035409,46.943802428266793,45.692830425275481,45.557046209248547
1976,1.976,-0.023848916115119745,0.025885446786223315,0.00013598892358071546,0.55170778968103285,-0.51212769523319057,0.16852522057737812,8.5305337687307343,0.99995212832669489,-0.0013837706089756313,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,0.0055350824359025243,0.0027675412179512622,-0.0027675412179512622,0,0,944,0,1180.7662683090809,1222.9805277625969,1192.7866446468306,1191.3425691102168,0,45.097398949903571,47.013388098773405,45.640835849733229,45.57545987306478
1977,1.9770000000000001,-0.028251081241241843,0.025808041878773197,0.0025229565844242241,0.34952910274802412,-0.54750921862347079,0.25307250007750198,8.5305337687307343,0.99995212832669489,-0.0013837706089756313,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,0.0055350824359025243,0.0027675412179512622,-0.0027675412179512622,0,0,944,0,1181.2075593866207,1222.8433756861461,1194.8081168565786,1189.0179949719261,0,45.117319502988515,47.007129195539854,45.732392851414104,45.470273622968222
1978,1.978,-0.030868437773102858,0.029820315707082351,-0.0012632516035496477,0.2262091441676613,-0.39566660646514984,0.060017150495307148,8.5305337687307343,0.99995212832669489,-0.0013837706089756313,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,0.0055350824359025243,0.0027675412179512622,-0.0027675412179512622,0,0,944,0,1178.160264282187,1226.9819721440965,1192.2300136268091,1190.3649333680569,0,44.979806652375707,47.196090461014478,45.615633223469587,45.53121441487945
1979,1.9790000000000001,-0.026860917833325892,0.03295047274615337,0.0026064247939419083,0.39922052413615067,-0.28023312281334051,0.21119820793511301,8.5305337687307343,0.99995212832669489,-0.0013837706089756313,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,0.0055350824359025243,0.0027675412179512622,-0.0027675412179512622,0,0,944,0,1180.9530215125087,1224.6315197832628,1193.8350229252062,1188.4077532799902,0,45.105828992093429,47.08874808467575,45.688313245057614,45.442670910812716
1980,1.98,-0.026286027096655729,0.034457133922745548,0.002422742541675571,0.41614698112543153,-0.23463825090566751,0.18010519962542296,8.5305337687307343,0.99995212832669489,-0.0013837706089756313,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,0.0055350824359025243,0.0027675412179512622,-0.0027675412179512622,0,0,944,0,1180.5064865537124,1224.8858208831264,1193.3607894246277,1189.0654462866701,0,45.085673070831582,47.10035857792915,45.666835259669938,45.472420140997365
1981,1.9810000000000001,-0.023885755668055036,0.021253333241721795,-0.0012444977392405132,0.5132448179535436,-0.84745182180128631,-0.007637216646566608,8.5305337687307343,0.99995212832669489,-0.0013837706089756313,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,0.0055350824359025243,0.0027675412179512622,-0.0027675412179512622,0,0,944,0,1176.1674100108048,1226.4024586478881,1192.2642531679485,1192.895901557958,0,44.889935791165797,47.169618725662119,45.617183381070745,45.645783105172512
1982,1.982,-0.024691643027073801,0.033040023017172238,0.0041505742604652507,0.46410129263547339,-0.33360527075969237,0.21210740689875673,8.5305337687307343,0.99995212832669489,-0.0013837706089756313,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,0.0055350824359025243,0.0027675412179512622,-0.0027675412179512622,0,0,944,0,1180.409423721142,1224.5455668302488,1194.4892050884691,1188.3790364857637,0,45.081292107895948,47.084823943469786,45.717945423723862,45.441372085206815
1983,1.9830000000000001,-0.022343396854318937,0.033280243952162919,0.0063323465605954476,0.55455968805865419,-0.3361319110892883,0.28735831403492962,8.5305337687307343,0.99995212832669489,-0.0013837706089756313,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,0.0055350824359025243,0.0027675412179512622,-0.0027675412179512622,0,0,944,0,1181.678464924327,1222.9693503357751,1195.4853650140453,1187.7390976117704,0,45.138579419304982,47.012878003066476,45.763077681187312,45.412431021038486
1984,1.984,-0.028105990368151784,0.032959617088652082,0.0028377028144236649,0.27794844726751455,-0.3611835150518603,0.10736042157215403,8.5305337687307343,0.99995212832669489,-0.0013837706089756313,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,0.0055350824359025243,0.0027675412179512622,-0.0027675412179512622,0,0,944,0,1178.0605653345044,1226.4798417210052,1193.9646928881816,1189.2418856890322,0,44.975309456608663,47.173153293058668,45.694186438760802,45.480401833059275
1985,1.9850000000000001,-0.025040697930950234,0.030939886992215587,0.0055464124208149668,0.39581578952416396,-0.46007097943098479,0.20629774829470932,8.4316537980285045,0.99999042584867659,-0.0013837706089756313,-0.0041513118269268946,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,-0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1156.8436993695425,1203.1578565504717,1204.5237511933954,1195.2963320966373,0,44.020926051367802,46.111080637351414,46.173106453571251,45.754512411189559
1986,1.986,-0.021112061751591721,0.037008908645532496,0.0034344318447207811,0.54992940984424799,-0.19281986333532461,0.088465652246430854,8.4316537980285045,0.99999042584867659,-0.0013837706089756313,-0.0041513118269268946,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,-0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1156.2003738675085,1204.1380248716739,1203.0605829065441,1196.4048259874919,0,43.992070514209672,46.155588243627626,46.106664238814361,45.804745356209452
1987,1.9870000000000001,-0.023199202362443688,0.033482890059871845,0.0036929747222808895,0.43086860531522325,-0.35480209189659273,0.077217695055652569,8.4316537980285045,0.99999042584867659,-0.0013837706089756313,-0.0041513118269268946,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,-0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1155.1564767893121,1203.827579497919,1205.0762990207243,1195.6967624666445,0,43.945258215754905,46.141490276671483,46.198204102289509,45.772656801724992
1988,1.988,-0.023589114998142174,0.034366423956771419,0.0050441000629651012,0.38536645975483413,-0.31659555200271328,0.11508585714132541,8.4316537980285045,0.99999042584867659,-0.0013837706089756313,-0.0041513118269268946,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,-0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1155.616834590508,1203.1084205537895,1207.0488841129768,1193.9848460629701,0,43.965900821370298,46.10883613752479,46.287831530960204,45.695099258943685
1989,1.9890000000000001,-0.021387548073349971,0.031621208970978365,0.0032640523826231727,0.45355717483004815,-0.44003518272227271,0.012144433479198122,8.4316537980285045,0.99999042584867659,-0.0013837706089756313,-0.0041513118269268946,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,-0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1153.7958976616014,1203.8580286355395,1207.1496250797036,1194.8881191817748,0,43.884263937946677,46.142872982654076,46.292410078893212,45.736017311535441
1990,1.99,-0.020057723353908402,0.033900834821511905,0.00022021583633752284,0.47964591568100157,-0.33644363068814392,-0.14763714080932283,8.4316537980285045,0.99999042584867659,-0.0013837706089756313,-0.0041513118269268946,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,-0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1151.6733337820115,1205.8103683189017,1205.8376631279582,1196.2910930684818,0,43.789153646061891,46.231552315873913,46.232792420785856,45.799590720704195
1991,1.9910000000000001,-0.023075281477794946,0.032886022897430006,0.0053470251887279274,0.3072850939583337,-0.38036610049129926,0.059970422748618482,8.4316537980285045,0.99999042584867659,-0.0013837706089756313,-0.0041513118269268946,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,-0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1154.1572656699439,1203.1055022652001,1210.7148362934918,1191.6856561032021,0,43.900461810574065,46.108703638946515,46.45452127929218,45.590989818869133
1992,1.992,-0.02196152214885061,0.030429573894563661,0.0069093135458996036,0.31766713179520073,-0.48895663683679508,0.10729081066273159,8.4316537980285045,0.99999042584867659,-0.0013837706089756313,-0.0041513118269268946,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,-0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1154.6365495320701,1202.2316581015252,1212.9227650693144,1189.8566325329107,0,43.921947486734126,46.069034079601316,46.554991428675635,45.508214362390284
1993,1.9930000000000001,-0.018958011487103688,0.036380915129995167,0.00795144144226681,0.40994148248984597,-0.21978142869280651,0.1312212015593677,8.4316537980285045,0.99999042584867659,-0.0013837706089756313,-0.0041513118269268946,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,-0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1156.0496576076805,1201.5155348708786,1213.4923056102637,1188.6265158142039,0,43.985311027641465,46.036531212804512,46.580917249799221,45.452565551415347
1994,1.994,-0.015303200079768903,0.032719755740805462,0.0097100592821326992,0.52836292328113021,-0.38356188699506955,0.18737640871911895,8.4316537980285045,0.99999042584867659,-0.0013837706089756313,-0.0041513118269268946,0,1,0,0,0,0,0,0,0,0,0,0.99999808517706856,-0.0013837706089756313,0.0013837706089756313,0,0,0,944,0,1156.8745272959595,1199.4099610184912,1215.5603600387833,1187.8371293525774,0,44.022308911541728,45.940999948378945,46.67508839507056,45.416864156163307
1995,1.9950000000000001,-0.01802572195715707,0.03278938016412325,0.010191731025007783,0.35682774892289615,-0.38069725359367779,0.18613143616195141,8.2717368083742784,0.99996457518222326,-0.0013837706089756311,-0.0083026236538537874,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0055350824359025252,0.0041513118269268946,0,0,944,0,1157.6967586236567,1197.5448158745714,1196.1520156642471,1163.1331877292487,0,44.059196423411755,45.856420655783914,45.793287622215871,44.303289424536302
1996,1.996,-0.016444473277934496,0.034886025680020111,0.0072358727530791589,0.37557150679069973,-0.28813381436209484,0.030346273652545865,8.2717368083742784,0.99996457518222326,-0.0013837706089756311,-0.0083026236538537874,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0055350824359025252,0.0041513118269268946,0,0,944,0,1156.566232967959,1197.6770634317343,1195.8115391478884,1164.471034959319,0,44.008480045597267,45.862416376064232,45.777857927697148,44.363411419031912
1997,1.9970000000000001,-0.017311079215191677,0.030035664548510588,0.0054815146891512012,0.28096746954875013,-0.50963955415149531,-0.071371493184677587,8.2717368083742784,0.99996457518222326,-0.0013837706089756311,-0.0083026236538537874,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0055350824359025252,0.0041513118269268946,0,0,944,0,1155.2112663060177,1197.3216040307718,1197.2430599547986,1164.7106035584652,0,43.947714856640566,45.846301341968079,45.842740684669423,44.374179700015532
1998,1.998,-0.017659641057540892,0.035639384730920515,0.0075697178190017589,0.20635464944259216,-0.26289234314895649,-0.00025505241005192511,8.2717368083742784,0.99996457518222326,-0.0013837706089756311,-0.0083026236538537874,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0055350824359025252,0.0041513118269268946,0,0,944,0,1157.6353263514693,1195.3234442376213,1199.9425185376647,1161.5739730964835,0,44.056440128440236,45.755740849981713,45.965157499873911,44.233245888464488
1999,1.9990000000000001,-0.012617367106176447,0.029141096029012936,0.0088907625789964306,0.37082351263488589,-0.56217390051374172,0.036426799538111149,8.2717368083742784,0.99996457518222326,-0.0013837706089756311,-0.0083026236538537874,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0055350824359025252,0.0041513118269268946,0,0,944,0,1158.808814191947,1191.9982767430606,1202.8178479872645,1160.8467999208769,0,44.109098881864583,45.605141908127003,46.095644111538526,44.200589363868488
2000,2,-0.012606834510889703,0.035814065885130197,0.0071919483756708313,0.30570322752236678,-0.27101129541921531,-0.062608117349449599,8.2717368083742784,0.99996457518222326,-0.0013837706089756311,-0.0083026236538537874,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0.0041513118269268946,-0.0055350824359025252,0.0041513118269268946,0,0,944,0,1158.829844974041,1192.266595457852,1202.7727782522877,1160.5969272657424,0,44.110042757973218,45.617289406945112,46.093598030441314,44.189369301123264
