k,t,Bus_IMU.imu_gyro.1,Bus_IMU.imu_gyro.2,Bus_IMU.imu_gyro.3,Bus_IMU.imu_acc.1,Bus_IMU.imu_acc.2,Bus_IMU.imu_acc.3,Bus_Cmd.F_des.1,Bus_Cmd.q_des.1,Bus_Cmd.q_des.2,Bus_Cmd.q_des.3,Bus_Cmd.q_des.4,Bus_Cmd.q_ref.1,Bus_Cmd.q_ref.2,Bus_Cmd.q_ref.3,Bus_Cmd.q_ref.4,Bus_Cmd.Omega_ref.1,Bus_Cmd.Omega_ref.2,Bus_Cmd.Omega_ref.3,Bus_Cmd.tau_ref.1,Bus_Cmd.tau_ref.2,Bus_Cmd.tau_ref.3,Bus_Cmd.q_ext.1,Bus_Cmd.q_ext.2,Bus_Cmd.q_ext.3,Bus_Cmd.q_ext.4,Bus_Cmd.estop.1,Bus_Cmd.ack.1,batt_count.1,btn_ack.1,rotor_cmd.1,rotor_cmd.2,rotor_cmd.3,rotor_cmd.4,led.1,throttle.1,throttle.2,throttle.3,throttle.4
1101,1.101,-0.086371314788658601,-0.27337073332076711,0.010491954521640423,0.47821120016510177,-0.43693273748798339,1.4289522782076796,10.367748039185766,0.99990425436147312,-0.011070164871805049,-0.0083026236538537874,0,1,0,0,0,0,0,0,0,0,0,0.99995883049892342,-0.0041513118269268937,-0.0069188530448781559,0.0041513118269268937,0,0,944,0,1307.0578009939804,1274.8012049352117,1381.8429828272838,1312.7832516388189,0,50.892716325011968,49.394858191747161,54.412509049210861,51.159860932681667
1102,1.1020000000000001,-0.080816010320166248,-0.2695121634422365,0.010663907340331735,0.5853497452875045,-0.31599159282403411,1.4528369753462129,10.367748039185766,0.99990425436147312,-0.011070164871805049,-0.0083026236538537874,0,1,0,0,0,0,0,0,0,0,0,0.99995883049892342,-0.0041513118269268937,-0.0069188530448781559,0.0041513118269268937,0,0,944,0,1307.9950719611613,1273.2759280548541,1381.8939697810169,1313.2762318949165,0,50.936413892193208,49.324325938035642,54.414922356570166,51.182872668782906
1103,1.103,-0.081541380674460054,-0.26899573595163828,0.0053041722187772145,0.41129410140553468,-0.35073890361998872,1.2284979781793166,10.367748039185766,0.99990425436147312,-0.011070164871805049,-0.0083026236538537874,0,1,0,0,0,0,0,0,0,0,0,0.99995883049892342,-0.0041513118269268937,-0.0069188530448781559,0.0041513118269268937,0,0,944,0,1304.632296656567,1275.6464746484396,1379.7643055949238,1316.5558117526425,0,50.77964422211695,49.433936698507367,54.31376870428123,51.336079491978381
1104,1.1040000000000001,-0.075219468913500453,-0.26601016463085303,0.01174177087062786,0.55528936924581718,-0.28000798894557166,1.5351216110935617,10.367748039185766,0.99990425436147312,-0.011070164871805049,-0.0083026236538537874,0,1,0,0,0,0,0,0,0,0,0,0.99995883049892342,-0.0041513118269268937,-0.0069188530448781559,0.0041513118269268937,0,0,944,0,1309.3916540270936,1270.1628744074524,1383.223540092421,1313.4993373394836,0,51.001540680261314,49.180456869769102,54.478077694361843,51.193275257026805
1105,1.105,-0.073895554176637498,-0.26390683300695239,0.0072549072277911797,0.47565771892709174,-0.25463135938312714,1.3509835197245634,10.329905087435529,0.99987552888208331,-0.012453935480780682,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0083026236538537874,0.0041513118269268937,0,0,0,944,0,1311.1043100110876,1271.1061485009948,1371.0467336878212,1313.9656628165587,0,51.081450226578141,49.224025458958693,53.900281158903503,51.215046415143519
1106,1.1060000000000001,-0.071156328935037677,-0.26144865384669069,0.0090316938156237148,0.46073859607633699,-0.21910163142168523,1.448940632965793,10.329905087435529,0.99987552888208331,-0.012453935480780682,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0083026236538537874,0.0041513118269268937,0,0,0,944,0,1312.3358724093414,1270.6691501563964,1371.0026755312554,1313.2046276259684,0,51.138931908673243,49.203828484021045,53.898185342308324,51.179496374420033
1107,1.107,-0.068934808462357708,-0.26690331364701325,0.0076675155544100593,0.42360343786145366,-0.54526650655609843,1.406091234121154,10.329905087435529,0.99987552888208331,-0.012453935480780682,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0083026236538537874,0.0041513118269268937,0,0,0,944,0,1310.6370782953131,1271.6345974066476,1370.2545191500924,1314.746634880041,0,51.059628494879014,49.248427417442961,53.862734351101025,51.251510679403673
1108,1.1080000000000001,-0.062983403880143993,-0.2631389918905046,0.0064436632093460844,0.55527688226104166,-0.46281630195028789,1.3699661778213823,10.329905087435529,0.99987552888208331,-0.012453935480780682,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0083026236538537874,0.0041513118269268937,0,0,0,944,0,1310.3068541358891,1272.9115576688339,1368.3230066951858,1315.8512549714517,0,51.044210566267765,49.307436088256935,53.771254412673372,51.3031132852064
1109,1.109,-0.060794586306275919,-0.25886329703731314,0.0062012515707277338,0.51891412974045392,-0.36327938752009092,1.3783725387512376,10.329905087435529,0.99987552888208331,-0.012453935480780682,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0083026236538537874,0.0041513118269268937,0,0,0,944,0,1310.3397345227822,1273.9711713575371,1367.1807405188133,1315.9803641919523,0,51.045737143206537,49.356414454159797,53.717171995206513,51.309138722549605
1110,1.1100000000000001,-0.057416954703854911,-0.25971882780171474,0.0036240730148920097,0.53723973133075265,-0.50031931822724962,1.2821799222543731,10.329905087435529,0.99987552888208331,-0.012453935480780682,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0083026236538537874,0.0041513118269268937,0,0,0,944,0,1308.4393235665368,1275.870809622013,1365.2437997732682,1318.0401520376934,0,50.957069926996439,49.44426020576514,53.625505305281564,51.405410612596675
1111,1.111,-0.054276762499711112,-0.25744270510051304,0.004214667199721911,0.54621627863695499,-0.50228974370714308,1.3287979486327919,10.329905087435529,0.99987552888208331,-0.012453935480780682,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0083026236538537874,0.0041513118269268937,0,0,0,944,0,1308.7598100820919,1276.1628108421596,1364.8063938104724,1317.892259881309,0,50.972010967407179,49.457760884446387,53.604804806187381,51.398488455755562
1112,1.1120000000000001,-0.049100016799588031,-0.25234678957059453,0.0047023433107265811,0.64819731257746716,-0.38307894879856091,1.3711393980510218,10.329905087435529,0.99987552888208331,-0.012453935480780682,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0083026236538537874,0.0041513118269268937,0,0,0,944,0,1309.5737799513586,1276.4117250517902,1363.7709499274952,1317.9145194783182,0,51.009975311644766,49.469269210936737,53.555821773043633,51.399521587454373
1113,1.113,-0.048794768294049662,-0.25226823065547088,0.0046948028645216466,0.53266041590028967,-0.49492652824963917,1.3915438587172082,10.329905087435529,0.99987552888208331,-0.012453935480780682,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0083026236538537874,0.0041513118269268937,0,0,0,944,0,1309.1093097662142,1277.1056640915003,1363.4588120646977,1318.026656458678,0,50.988299296996111,49.501369802791899,53.541052728028454,51.404756917508394
1114,1.1140000000000001,-0.049630537144851369,-0.24679399796088383,0.0057971595963876299,0.3674502881195239,-0.36941545284970434,1.4621644105599156,10.329905087435529,0.99987552888208331,-0.012453935480780682,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0083026236538537874,0.0041513118269268937,0,0,0,944,0,1309.9924657101626,1277.8229492034613,1363.1542723929772,1316.7683704555006,0,51.029495310147716,49.534556608845001,53.52664419384984,51.345928384264298
1115,1.115,-0.039241740936640873,-0.24582988165432426,0.0056666061594681516,0.70868944927555766,-0.45175902735582896,1.4776320176959412,10.376293221839045,0.99990616936409094,-0.0096863942628294172,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0069188530448781559,0.0055350824359025243,0.0027675412179512622,0,0,944,0,1307.5755608624452,1286.7683088002639,1371.7698392123616,1313.3433873245581,0,50.916749869271996,49.949024191236454,53.934463028950596,51.185907692312576
1116,1.1160000000000001,-0.041201000525017156,-0.2402128095690014,0.0053223164319073923,0.496494813586707,-0.32970644463561355,1.4837515666498724,10.376293221839045,0.99990616936409094,-0.0096863942628294172,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0069188530448781559,0.0055350824359025243,0.0027675412179512622,0,0,944,0,1308.2048411407457,1287.7535387329581,1371.1652280047078,1312.3820736762368,0,50.946089242614555,49.99472435318512,53.905807031708981,51.141013206734456
1117,1.117,-0.036663286437151194,-0.24029105824880151,0.0016731647651545833,0.5782807912618092,-0.46833088733649386,1.34150606964763,10.376293221839045,0.99990616936409094,-0.0096863942628294172,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0069188530448781559,0.0055350824359025243,0.0027675412179512622,0,0,944,0,1306.724575023524,1289.510735360836,1368.772732031478,1314.626954373412,0,50.877057094314203,50.076266341213014,53.792477754582087,51.245844647018124
1118,1.1180000000000001,-0.037952268777298653,-0.2383811760575735,0.0041615254738818219,0.39987944031604816,-0.52188241556421455,1.4754567554973699,10.376293221839045,0.99990616936409094,-0.0096863942628294172,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0069188530448781559,0.0055350824359025243,0.0027675412179512622,0,0,944,0,1308.6574481082832,1288.5411044977509,1370.1384309635241,1312.2301849243245,0,50.967185304948927,50.031255721584877,53.857149022678556,51.133907703734231
1119,1.119,-0.034242680677763204,-0.22628175934065234,0.0022290389384347076,0.44797973442253453,-0.12131313299369523,1.4108170297873774,10.376293221839045,0.99990616936409094,-0.0096863942628294172,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0069188530448781559,0.0055350824359025243,0.0027675412179512622,0,0,944,0,1309.7357994224546,1290.4438975538903,1367.2118414769429,1312.3369750950619,0,51.017483931662348,50.119574001768243,53.718566891228129,51.138886374187372
1120,1.1200000000000001,-0.030527946039158677,-0.23066429053550955,0.0029353581005032992,0.49793628184046446,-0.4656545069452464,1.4650072939045689,10.376293221839045,0.99990616936409094,-0.0096863942628294172,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0069188530448781559,0.0055350824359025243,0.0027675412179512622,0,0,944,0,1310.4270716658018,1289.2620569604724,1367.685899830997,1312.3145165813726,0,51.049732381025301,50.064702696266615,53.740999525089364,51.137830893330701
1121,1.121,-0.028140529881090809,-0.23061106766550402,-0.0028952056631371403,0.48970086560057197,-0.61405073992011039,1.2254150036057132,10.376293221839045,0.99990616936409094,-0.0096863942628294172,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0069188530448781559,0.0055350824359025243,0.0027675412179512622,0,0,944,0,1307.3199003064001,1292.7721839139717,1364.3211069635565,1315.4590638078337,0,50.904786267474293,50.227694349823736,53.581774319429584,51.284692176757922
1122,1.1220000000000001,-0.026070894113246063,-0.22304607591623613,-0.00085178617424952474,0.46852683454355382,-0.42790793382620074,1.3400150977546512,10.376293221839045,0.99990616936409094,-0.0096863942628294172,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0069188530448781559,0.0055350824359025243,0.0027675412179512622,0,0,944,0,1309.8385362726879,1292.205830834291,1364.519808921166,1313.302198054168,0,51.022256764583084,50.201378335369391,53.591165815079052,51.183934975841147
1123,1.123,-0.024072153961505166,-0.22168302734404546,0.0028128479298622777,0.44537488099237771,-0.52359662523629247,1.5276273193947592,10.376293221839045,0.99990616936409094,-0.0096863942628294172,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0069188530448781559,0.0055350824359025243,0.0027675412179512622,0,0,944,0,1312.7223170387283,1290.0902979790278,1366.244975819091,1310.7065576082348,0,51.156850467297808,50.103130306069907,53.672778948617051,51.062754625798497
1124,1.1240000000000001,-0.025842039211931706,-0.21420125755491029,-0.0045342241442276887,0.25384000973628484,-0.3468369187956783,1.2201836938159976,10.376293221839045,0.99990616936409094,-0.0096863942628294172,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995691559715616,-0.0069188530448781559,0.0055350824359025243,0.0027675412179512622,0,0,944,0,1309.4195433519274,1295.7055893006882,1361.3120758989307,1313.6006965794486,0,51.002695019502077,50.364002996913868,53.439482233952511,51.197861573042978
1125,1.125,-0.017953964322363208,-0.2127443467470739,-0.0024416798400852535,0.49753522889756358,-0.44340495537105823,1.3372747748907567,10.314035462508011,0.99986116583291285,-0.01245393548078068,-0.011070164871805049,0,1,0,0,0,0,0,0,0,0,0,0.99990425436147312,-0.0083026236538537874,-0.011070164871805049,0,0,0,944,0,1316.466251480454,1285.914569096414,1348.1202991999837,1313.8603282109625,0,51.331731183932227,49.909358792825522,52.817008329164629,51.209980735303176
1126,1.1260000000000001,-0.015973683217970491,-0.2094416676014407,-0.00048052735870179886,0.47643538069605251,-0.45912513314281572,1.4485159423023493,10.314035462508011,0.99986116583291285,-0.01245393548078068,-0.011070164871805049,0,1,0,0,0,0,0,0,0,0,0,0.99990425436147312,-0.0083026236538537874,-0.011070164871805049,0,0,0,944,0,1316.8188051301354,1284.6534848661979,1349.1332155314501,1313.700954741844,0,51.348202282454274,49.850877022565591,52.864724449998938,51.202530737894755
1127,1.127,-0.012929649665731624,-0.20314721547403877,-0.0034792307828229174,0.50397352473282753,-0.34219682452632982,1.3367743687947042,10.314035462508011,0.99986116583291285,-0.01245393548078068,-0.011070164871805049,0,1,0,0,0,0,0,0,0,0,0,0.99990425436147312,-0.0083026236538537874,-0.011070164871805049,0,0,0,944,0,1314.6926250117983,1286.5028313614566,1346.8242004127965,1316.3872201157458,0,51.248844445933301,49.936629680156486,52.755947643194041,51.328024531975586
1128,1.1280000000000001,-0.0081930906080008303,-0.19893353814778045,-0.0011209066363662978,0.60844607617539626,-0.3204367119388834,1.4659395233920876,10.314035462508011,0.99986116583291285,-0.01245393548078068,-0.011070164871805049,0,1,0,0,0,0,0,0,0,0,0,0.99990425436147312,-0.0083026236538537874,-0.011070164871805049,0,0,0,944,0,1315.7496848754163,1284.6302591453907,1347.6149411404081,1316.3505642177959,0,51.298225246076193,49.849787664747204,52.793183148511453,51.326304982559698
1129,1.129,-0.0043900496501065311,-0.1945509581306574,-0.0036341386708906853,0.67185713486973975,-0.29241567147661052,1.3760602585171893,10.314035462508011,0.99986116583291285,-0.01245393548078068,-0.011070164871805049,0,1,0,0,0,0,0,0,0,0,0,0.99990425436147312,-0.0083026236538537874,-0.011070164871805049,0,0,0,944,0,1313.8141381933137,1285.7693629818959,1345.6957329490156,1319.1321098686014,0,51.20779758776456,49.902599576036124,52.702798907925725,51.456338544785652
1130,1.1300000000000001,-0.0047032932420225382,-0.19459326321531414,-0.0024454489217557995,0.55122375271351931,-0.46444090213144129,1.4526347635239285,10.314035462508011,0.99986116583291285,-0.01245393548078068,-0.011070164871805049,0,1,0,0,0,0,0,0,0,0,0,0.99990425436147312,-0.0083026236538537874,-0.011070164871805049,0,0,0,944,0,1313.2379605902481,1284.8664632414852,1346.7997809353644,1319.4588110424756,0,51.180883006187962,49.860726421530309,52.754777989398626,51.471611780330491
1131,1.131,-0.0041133844666663977,-0.18658040518580957,-0.0030902743378911912,0.47241322800469682,-0.27510608124455616,1.4467442333567431,10.314035462508011,0.99986116583291285,-0.01245393548078068,-0.011070164871805049,0,1,0,0,0,0,0,0,0,0,0,0.99990425436147312,-0.0083026236538537874,-0.011070164871805049,0,0,0,944,0,1312.7065538180461,1285.7491140413467,1345.7449323282899,1320.2038743621586,0,51.156062814806987,49.901648319620229,52.705102316849015,51.506456250452345
1132,1.1320000000000001,-0.0021912767749859008,-0.1888264708986008,-0.0032349779046658145,0.45490112164949853,-0.54771581500328304,1.4633088908656611,10.314035462508011,0.99986116583291285,-0.01245393548078068,-0.011070164871805049,0,1,0,0,0,0,0,0,0,0,0,0.99990425436147312,-0.0083026236538537874,-0.011070164871805049,0,0,0,944,0,1311.4316785211456,1285.3373822150716,1346.0423135100912,1321.567943828544,0,51.096540093409239,49.882549413479389,52.719097306376504,51.570272041882276
1133,1.133,-0.0069739059074961363,-0.18014781293599877,-0.0073935285848648058,0.13748999633835246,-0.32956354477307226,1.2993417236076725,10.314035462508011,0.99986116583291285,-0.01245393548078068,-0.011070164871805049,0,1,0,0,0,0,0,0,0,0,0,0.99990425436147312,-0.0083026236538537874,-0.011070164871805049,0,0,0,944,0,1308.562538355066,1289.3299550095746,1343.2692077182066,1323.3431752149336,0,50.962660392603354,50.067771701956431,52.588567629038671,51.653358079838711
1134,1.1340000000000001,0.0076115442438884351,-0.17659096118795334,-0.010430084782515003,0.69274776857003395,-0.34205795511196385,1.1857663727923193,10.314035462508011,0.99986116583291285,-0.01245393548078068,-0.011070164871805049,0,1,0,0,0,0,0,0,0,0,0,0.99990425436147312,-0.0083026236538537874,-0.011070164871805049,0,0,0,944,0,1307.3447965916132,1289.619138851514,1340.0539240080702,1327.5181783110813,0,50.905864023329265,50.081189230617518,52.437339063419138,51.848914958038989
