k,t,Bus_IMU.imu_gyro.1,Bus_IMU.imu_gyro.2,Bus_IMU.imu_gyro.3,Bus_IMU.imu_acc.1,Bus_IMU.imu_acc.2,Bus_IMU.imu_acc.3,Bus_Cmd_flat.mocap_pos.1,Bus_Cmd_flat.mocap_pos.2,Bus_Cmd_flat.mocap_pos.3,Bus_Cmd_flat.q_ext.1,Bus_Cmd_flat.q_ext.2,Bus_Cmd_flat.q_ext.3,Bus_Cmd_flat.q_ext.4,Bus_Cmd_flat.p_ref.1,Bus_Cmd_flat.p_ref.2,Bus_Cmd_flat.p_ref.3,Bus_Cmd_flat.v_ref.1,Bus_Cmd_flat.v_ref.2,Bus_Cmd_flat.v_ref.3,Bus_Cmd_flat.a_ref.1,Bus_Cmd_flat.a_ref.2,Bus_Cmd_flat.a_ref.3,Bus_Cmd_flat.j_ref.1,Bus_Cmd_flat.j_ref.2,Bus_Cmd_flat.j_ref.3,Bus_Cmd_flat.s_ref.1,Bus_Cmd_flat.s_ref.2,Bus_Cmd_flat.s_ref.3,Bus_Cmd_flat.yaw_ref.1,Bus_Cmd_flat.yaw_ref.2,Bus_Cmd_flat.yaw_ref.3,Bus_Cmd_flat.estop.1,Bus_Cmd_flat.ack.1,batt_count.1,btn_ack.1,rotor_cmd.1,rotor_cmd.2,rotor_cmd.3,rotor_cmd.4,led.1,throttle.1,throttle.2,throttle.3,throttle.4
1003,1.0030000000000001,0.14622526789530269,0.12738443224156032,0.51509486376672575,0.33587139094455332,-0.67926060957883061,0.048914108708733389,0.023194067201757866,-0.018311105685598315,0.03234962004455702,0.98101626573165424,-0.0027675412179512626,0.0083026236538537891,0.19372788525658838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1214.892281330677,1188.9805391725336,1208.9700319177334,1182.7458301657216,0,46.644661089337163,45.468579163536909,46.375165724046653,45.186777195103268
1004,1.004,0.1476599255413911,0.13103237440011611,0.51617227826089807,0.39090076207180052,-0.54595641072624468,0.1021285742326692,0.023194067201757866,-0.018311105685598315,0.03234962004455702,0.98101626573165424,-0.0027675412179512626,0.0083026236538537891,0.19372788525658838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1215.6696022671026,1188.7585526471689,1208.4166028597353,1181.7440306942751,0,46.680064158829161,45.458537766167353,46.350002697591115,45.141539608054003
1005,1.0050000000000001,0.15021600674599564,0.12932418414485886,0.5135002430748774,0.49699449924101435,-0.65270369685166374,-0.013164447004130719,0.02380443739127781,-0.018311105685598315,0.038453321939756466,0.98013948205540513,-0.0069188530448781559,-0.011070164871805049,0.19787919708351526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1214.7198325879997,1188.520141928341,1208.0537857025879,1182.3453058702419,0,46.636807877576821,45.447754078134977,46.333508270001786,45.168689571431749
1006,1.006,0.15193671260105387,0.13548235538814757,0.51049148914813225,0.56613982699155019,-0.40485159837956119,-0.14350779129090688,0.02380443739127781,-0.018311105685598315,0.038453321939756466,0.98013948205540513,-0.0069188530448781559,-0.011070164871805049,0.19787919708351526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1214.404560717458,1188.6542743295656,1207.2927384436045,1182.3324494295248,0,46.622451491178225,45.45382101321848,46.298914499412376,45.168109007548658
1007,1.0070000000000001,0.15049012555260902,0.13091823491098975,0.50601096134424117,0.49345321896295424,-0.63815820895032538,-0.33993871348796079,0.02380443739127781,-0.018311105685598315,0.038453321939756466,0.98013948205540513,-0.0069188530448781559,-0.011070164871805049,0.19787919708351526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.6691149765441,1188.8537117389653,1207.0212633719786,1183.21708138894,0,46.543446251905017,45.462842146774321,46.286576117791761,45.208061253972417
1008,1.008,0.14242323454019415,0.13548504529082778,0.51567682680572724,0.12363864509668759,-0.45981816190076236,0.099825956080775283,0.02380443739127781,-0.018311105685598315,0.038453321939756466,0.98013948205540513,-0.0069188530448781559,-0.011070164871805049,0.19787919708351526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.2906154595933,1188.3853650619569,1208.7414487688488,1180.3249759511762,0,46.571735656622316,45.441658206474244,46.364772186755935,45.077480512013558
1009,1.0090000000000001,0.14734676712328107,0.13479787538289617,0.50937050676002604,0.33847555404476509,-0.51657687906263161,-0.17851745735122612,0.02380443739127781,-0.018311105685598315,0.038453321939756466,0.98013948205540513,-0.0069188530448781559,-0.011070164871805049,0.19787919708351526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.2265394845535,1188.5473874240176,1207.6307644631472,1181.4297109049719,0,46.523303909473434,45.448986400484763,46.314278794208604,45.127348513468853
1010,1.01,0.1487523594042964,0.13146054838318916,0.51325204621117437,0.3956175180357609,-0.6912799449427196,0.0013360234402019222,0.02380443739127781,-0.018311105685598315,0.038453321939756466,0.98013948205540513,-0.0069188530448781559,-0.011070164871805049,0.19787919708351526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.6439424724376,1187.3249382919134,1207.392299326199,1180.3090907649687,0,46.542300547815216,45.39370323571827,46.303439700002173,45.0767635556005
1011,1.0110000000000001,0.15207964336954541,0.13337084768477506,0.51103454626348011,0.5396207689305893,-0.62873862546835257,-0.09296669109400435,0.02380443739127781,-0.018311105685598315,0.038453321939756466,0.98013948205540513,-0.0069188530448781559,-0.011070164871805049,0.19787919708351526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.2167936549638,1187.1349338043062,1206.833852325457,1180.5615340680588,0,46.522860386584796,45.385112187380891,46.278058902326173,45.088157594222054
1012,1.012,0.15351908745791285,0.13144313918269904,0.51135783844713223,0.5991442746182204,-0.73744893865678407,-0.072930368606477725,0.02380443739127781,-0.018311105685598315,0.038453321939756466,0.98013948205540513,-0.0069188530448781559,-0.011070164871805049,0.19787919708351526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1211.6115550496352,1186.5723637901001,1206.9165535202685,1180.721688515546,0,46.495318776710036,45.359678088135368,46.281817348597762,45.095386560337722
1013,1.0130000000000001,0.15013834298774151,0.13259662506077113,0.50553026612693674,0.44229139544785545,-0.70625098626029403,-0.32938289260680209,0.02380443739127781,-0.018311105685598315,0.038453321939756466,0.98013948205540513,-0.0069188530448781559,-0.011070164871805049,0.19787919708351526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1210.153040259233,1187.5002094234867,1206.3104583960658,1180.968179731964,0,46.428966219567037,45.401628492314025,46.254274558639004,45.106513139134798
1014,1.014,0.14897844800964757,0.13725062231861884,0.50835088457590794,0.38562829524632453,-0.51627061411806441,-0.1968754348616735,0.02380443739127781,-0.018311105685598315,0.038453321939756466,0.98013948205540513,-0.0069188530448781559,-0.011070164871805049,0.19787919708351526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1210.3626246696529,1187.1951407163492,1206.6027436356544,1179.8315700101057,0,46.438499352826142,45.387834395492547,46.267556341697819,45.055212687560314
1015,1.0150000000000001,0.15317653529410932,0.13596213010661512,0.5065486247191674,0.57018051316856788,-0.5921133013331964,-0.27215326375298576,0.023194067201757866,-0.017090365306558428,0.042115543076876122,0.97875240645701611,-0.0027675412179512622,0.0096863942628294172,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1210.7105124736579,1186.7573654987098,1205.6282761241164,1179.9872291360232,0,46.454324479711275,45.368041706082707,46.22327930885195,45.062237405374717
1016,1.016,0.15350984947649557,0.13977757990944148,0.51065591242127528,0.5812028224510335,-0.43707359936536583,-0.081620659875632579,0.023194067201757866,-0.017090365306558428,0.042115543076876122,0.97875240645701611,-0.0027675412179512622,0.0096863942628294172,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1211.9745332346652,1186.0251026969572,1205.5094298413835,1178.6289256441835,0,46.511835717981491,45.334939686323828,46.21788003602348,45.000948335776506
1017,1.0170000000000001,0.15377141495179888,0.13793232700843028,0.50719555113629333,0.58921649866988379,-0.53520501009607768,-0.23129212419270379,0.023194067201757866,-0.017090365306558428,0.042115543076876122,0.97875240645701611,-0.0027675412179512622,0.0096863942628294172,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1211.6708384851502,1186.100616071526,1204.6027917650827,1178.8798214664091,0,46.498016301305022,45.338352984928832,46.176696279608869,45.012267567192922
1018,1.018,0.14598650856881143,0.13524657928168726,0.50870963279352255,0.23560306274129814,-0.66978092697233926,-0.15720560583501883,0.023194067201757866,-0.017090365306558428,0.042115543076876122,0.97875240645701611,-0.0027675412179512622,0.0096863942628294172,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1211.3865260032296,1186.4169292363235,1204.9976328431126,1177.5436271451367,0,46.485079844514878,45.352651463089856,46.194630625738881,44.951993337088467
1019,1.0190000000000001,0.14866723743030638,0.14001523700899632,0.5012557970756083,0.35275000605009638,-0.4678335260560017,-0.48629137788221699,0.023194067201757866,-0.017090365306558428,0.042115543076876122,0.97875240645701611,-0.0027675412179512622,0.0096863942628294172,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1211.536413937315,1187.2617991512361,1203.0082528279777,1177.6714692631797,0,46.491899752923004,45.390848353873025,46.104288297536364,44.957759243242585
1020,1.02,0.14952417509505248,0.14165109183928104,0.51251970356022325,0.3880362880477658,-0.40544114866974479,0.026354662715765753,0.023194067201757866,-0.017090365306558428,0.042115543076876122,0.97875240645701611,-0.0027675412179512622,0.0096863942628294172,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.6538943776463,1184.4659742570618,1203.8685709407548,1176.3392838177963,0,46.5427534990203,45.264480130162887,46.1433516106555,44.897684755627481
1021,1.0210000000000001,0.1499525762596727,0.13893742993153815,0.50982155281077401,0.40418670674089791,-0.53732764066458727,-0.088740110696527152,0.023194067201757866,-0.017090365306558428,0.042115543076876122,0.97875240645701611,-0.0027675412179512622,0.0096863942628294172,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.3462806314797,1184.4898453409967,1203.156371854205,1176.4727818637496,0,46.528753299671216,45.265558687789287,46.111013119398159,44.90370386712106
1022,1.022,0.15129472285961901,0.13926143657337411,0.50812358110973033,0.46154971867510491,-0.53133297822957959,-0.15878922923505628,0.023194067201757866,-0.017090365306558428,0.042115543076876122,0.97875240645701611,-0.0027675412179512622,0.0096863942628294172,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.5314849119979,1184.4185611989517,1202.3776524858768,1176.2699934195305,0,46.537182233221145,45.262337904825522,46.075661002149424,44.89456069792675
1023,1.0230000000000001,0.14829932397589893,0.13901953360138269,0.50578611855788624,0.32399609909377813,-0.54950291932271444,-0.2575223512688834,0.023194067201757866,-0.017090365306558428,0.042115543076876122,0.97875240645701611,-0.0027675412179512622,0.0096863942628294172,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.2754230894907,1184.8779166449731,1201.8189673303466,1175.7704655335749,0,46.525528569957338,45.283093698475447,46.050302341094529,44.872040432980164
1024,1.024,0.14808852168700951,0.13766863967285861,0.5086252869456902,0.31178407757579624,-0.61626400563829464,-0.12341343926192647,0.023194067201757866,-0.017090365306558428,0.042115543076876122,0.97875240645701611,-0.0027675412179512622,0.0096863942628294172,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.818525834316,1184.3641809784533,1201.8752522716823,1174.8062550012387,0,46.550246707373674,45.259880920462962,46.052856942386306,44.828579136430776
1025,1.0249999999999999,0.14794848414914832,0.13905959930823325,0.51048570455837006,0.30289548438931702,-0.55846388856633877,-0.033243553553583577,0.02380443739127781,-0.018311105685598315,0.048829615161595508,0.97850097809003034,-0.0027675412179512622,0.0041513118269268937,0.20618182073736904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.2711333174311,1184.0426512365086,1201.8124171688939,1173.870664255013,0,46.570848801185598,45.245354409203067,46.05000505172648,44.786418317485342
1026,1.026,0.14946031296440285,0.13951026568811131,0.50339512620407156,0.36844005739324726,-0.54167308218815546,-0.34549008692501149,0.02380443739127781,-0.018311105685598315,0.048829615161595508,0.97850097809003034,-0.0027675412179512622,0.0041513118269268937,0.20618182073736904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.6062154642525,1184.6881663036015,1200.3733235494901,1174.5299539863502,0,46.540583450619998,45.274519603630985,45.984701764544276,44.816127025692694
1027,1.0269999999999999,0.1536240213035108,0.13578216809273455,0.50941656018970238,0.55340012690309015,-0.71150814958906883,-0.068073071713180083,0.02380443739127781,-0.018311105685598315,0.048829615161595508,0.97850097809003034,-0.0027675412179512622,0.0041513118269268937,0.20618182073736904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.4263787045484,1183.0452296002734,1200.8218466275143,1174.0401900954002,0,46.577915920900324,45.200299266238325,46.005052261524774,44.794056949629073
1028,1.028,0.14937624642644823,0.13845831629284033,0.50570246405145669,0.36032104660935993,-0.59208983671131565,-0.22834796028358539,0.02380443739127781,-0.018311105685598315,0.048829615161595508,0.97850097809003034,-0.0027675412179512622,0.0041513118269268937,0.20618182073736904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1212.9037208101004,1183.8926803651825,1200.1936306657497,1173.535933112146,0,46.554124485829263,45.238579235623888,45.976549359828219,44.77133672435567
1029,1.0289999999999999,0.15112082141756353,0.13987589401567146,0.50738647501442846,0.43690107508769838,-0.52797443765669916,-0.1458187597767035,0.02380443739127781,-0.018311105685598315,0.048829615161595508,0.97850097809003034,-0.0027675412179512622,0.0041513118269268937,0.20618182073736904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.4334901930856,1183.3280420126785,1199.9713892737564,1172.9602535667088,0,46.578239658668984,45.213073169935591,45.966467116636125,44.745402081258462
1030,1.03,0.1495444143638702,0.13952193707889898,0.50554748030092322,0.36438024746959541,-0.54221939471338587,-0.22162874882422526,0.02380443739127781,-0.018311105685598315,0.048829615161595508,0.97850097809003034,-0.0027675412179512622,0.0041513118269268937,0.20618182073736904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.3988522873633,1182.909593370822,1198.7534956263528,1172.6542951076656,0,46.576662835706266,45.19417326314489,45.911226250234037,44.731620090805734
1031,1.0309999999999999,0.1481865784516723,0.13882105963985078,0.50661591231278336,0.30193846784319495,-0.57075681749740348,-0.16662781151118269,0.02380443739127781,-0.018311105685598315,0.048829615161595508,0.97850097809003034,-0.0027675412179512622,0.0041513118269268937,0.20618182073736904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.4314813242986,1182.7012952349864,1198.7628552487577,1172.0121123909432,0,46.578148208457961,45.184765910323904,45.911650714732211,44.702696359536745
1032,1.032,0.15272498146984578,0.13651543891642001,0.504493913401171,0.50489826592065823,-0.67013561879203609,-0.25500962270893468,0.02380443739127781,-0.018311105685598315,0.048829615161595508,0.97850097809003034,-0.0027675412179512622,0.0041513118269268937,0.20618182073736904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.3332390844287,1182.2411436729842,1197.9871844964912,1172.569232412972,0,46.573675961567638,45.163985929747469,45.876477076648328,44.727788611890936
1033,1.0329999999999999,0.15094662296888853,0.13668147238962364,0.50543562378878815,0.42411619977212539,-0.65704716872410407,-0.20555138164173536,0.02380443739127781,-0.018311105685598315,0.048829615161595508,0.97850097809003034,-0.0027675412179512622,0.0041513118269268937,0.20618182073736904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.3611372658411,1182.0894706895322,1197.9743356971037,1171.9121174931986,0,46.57494594911212,45.157137076603938,45.87589449339265,44.698193053651956
1034,1.034,0.15067896655244464,0.14158068345760158,0.49946526699044647,0.41158376071121744,-0.42979087755071554,-0.46682038768304901,0.02380443739127781,-0.018311105685598315,0.048829615161595508,0.97850097809003034,-0.0027675412179512622,0.0041513118269268937,0.20618182073736904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.137160822871,1182.9050686361688,1196.5587292339274,1171.9800506252823,0,46.564750299379895,45.193968907475281,45.81172073177985,44.701252433672892
1035,1.0349999999999999,0.14710691765517289,0.14080941837250815,0.50603531556951309,0.25081134073659145,-0.45616652853537798,-0.16412149000488607,0.021973326822717978,-0.017090365306558428,0.050660725730155343,0.97870545197862435,0.0013837706089756311,0.013837706089756312,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1214.1253191819167,1182.1380609804071,1197.1665240314915,1170.3289581970171,0,46.609736777677007,45.159331160810936,45.839271036926519,44.626910584614166
1036,1.036,0.1475742291859278,0.13432481940704361,0.49964817194884037,0.27204063240235671,-0.73809338691292892,-0.44397244127698177,0.021973326822717978,-0.017090365306558428,0.050660725730155343,0.97870545197862435,0.0013837706089756311,0.013837706089756312,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1213.2479121090125,1182.5420115923398,1195.901595369297,1171.3499395277759,0,46.569791743849592,45.177572539726548,45.781938860096268,44.672877358201617
1037,1.0369999999999999,0.15144086476773841,0.13977751766380123,0.50193920143456805,0.44651515472060899,-0.48188904357289891,-0.33352329653564272,0.021973326822717978,-0.017090365306558428,0.050660725730155343,0.97870545197862435,0.0013837706089756311,0.013837706089756312,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1214.8428729728928,1181.9225069675626,1195.0820844001087,1170.3923834136556,0,46.642411026755653,45.149598077098581,45.744805036745461,44.629765766917387
1038,1.038,0.14730196413179111,0.13772749670183132,0.50334273427131948,0.26142934513599481,-0.56167789018238579,-0.26290154971539609,0.021973326822717978,-0.017090365306558428,0.050660725730155343,0.97870545197862435,0.0013837706089756311,0.013837706089756312,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1214.9580880196168,1181.8813780926948,1195.0750199589156,1169.5621530003864,0,46.64765797849924,45.147741014031396,45.744484965907695,44.592395430733994
1039,1.0389999999999999,0.15443503486072888,0.13666446695233825,0.50570156797448262,0.58363345826546131,-0.59570198503390748,-0.14924473401032104,0.021973326822717978,-0.017090365306558428,0.050660725730155343,0.97870545197862435,0.0013837706089756311,0.013837706089756312,0.20479805012839339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0471510971404157,0,0,0,0,944,0,1216.1043184871176,1180.5986645490721,1194.4056623154397,1169.5977418504135,0,46.699866401375942,45.089833543219903,45.714160833955567,44.593997189904897
